eng,fra,deu,rus,cmn,jpn,pes,vie,arb,kor,heb,guj,azj,tgk,snd,pbt
"There are of course Christian theological explanations for this tradition, but it may well be a pre-Christian Spring and Fertility ritual.","Il existe bien évidemment des explications théologiques chrétiennes pour cette tradition, mais il se pourrait bien qu’il s’agisse d’un rituel préchrétien de printemps et de fertilité.","Es gibt natürlich christlich-theologische Erklärungen für diese Tradition, aber es könnte sich durchaus auch um ein vorchristliches Frühlings- und Fruchtbarkeitsritual handeln.","Конечно же, эта традиция имеет христианское теологическое объяснение, но это вполне может быть и дохристианский ритуал весны и плодородия.",当然，这个传统有其基督教神学的解释，但它很可能是基督诞生以前就存在的一种庆祝春天、祈求丰收的仪式。,この伝統については、もちろんキリスト教における神学的な説明がありますが、西暦紀元前に見られた春と豊穣の儀式にちなむ可能性があります。,مسلماً توجیهات دینی مسیحیت برای این سنت وجود دارد، ولی به‌خوبی می‌توان گفت که ممکن است جشنی برای بهار و حاصلخیزی پیش از دوران مسیحیت بوده باشد.,"Tất nhiên truyền thống này được lý giải theo thần học Kitô giáo, tuy nhiên đây cũng có thể là một nghi lễ Mùa xuân tiền Kitô Giáo và phồn thực.",يمكن بكل تأكيد تفسير هذا التقليد من وجهة نظر لاهوتية مسيحية، ولكن هناك احتمال أن يكون طقساً دينياً لفصل الربيع والخصوبة من قبل زمن المسيحية.,물론 이 전통에 대한 기독교 신학적 설명이 있지만 이것은 기독교 이전의 봄과 풍년 의식일 수 있다.,"ישנם כמובן הסברים נוצריים תאולוגיים למסורת זו, אך מאוד ייתכן שזהו טקס אביב ופוריות טרום-נוצרי.","અલબત, આ પરંપરા માટે ખ્રિસ્તી ધર્મશાસ્ત્રના ખુલાસા છે, પરંતુ તે કદાચ ખ્રિસ્તી વસંત અને પ્રજનન વિધિ પહેલાની વિધિ હોઇ શકે છે.","Əlbəttə bu ənənənin Xristian dini baxımından izahı var, amma bu xristianlıqdan əvvəl olan Baharın gəlişi və məhsuldarlıq səbəbilə də keçirilə bilər.","Албатта, барои ин анъана шарҳҳои динии масеҳӣ вуҷуд доранд, аммо ин шояд комилан як расму русуми то масеҳии Баҳор ва Ҳосилхезӣ бошад.",هن ثقافت جي باري ۾ يقيناً عيسائي مذهب جون علمي تشريحون موجود آهن، پر اهي عيسائي مذهب کان پهرين واري بهار ۽ ٻار پيدا ٿيڻ واري رسم ٿي سگهي ٿي.,ددې دود لپاره د مسیحي الهیاتو کې توضیحات شتون لري خو دا به د عیسویت د بهار څخه وړاندې او زرغونتیا غوره وو.
Coalition and Afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist.,Les troupes de coalition et Afghanes se sont déplacées dans la zone pour sécuriser le site et un avion d’une autre coalition a été envoyé pour seconder.,"Truppen der Koalition und afghanische Truppen rückten in das Gebiet ein, um den Standort zu sichern, und andere Flugzeuge der Koalition wurden zur Unterstützung entsandt.","Коалиционные и афганские войска выдвинулись в район, чтобы обезопасить объект, и другой самолет коалиции был послан для оказания поддержки.",联军和阿富汗部队进入该地区保护阵地，其他联军飞机也被派往支援。,連合軍とアフガニスタン軍が当該区域に進入して現地の安全を確保し、支援のために連合軍のその他の航空機も派遣されています。,نیروهای ائتلافی و افغان برای برقراری امنیت به منطقه انتقال یافتند و هواپیمای ائتلافی دیگری برای کمک‌رسانی اعزام شد.,Liên minh và quân đội Afghanistan đã di chuyển vào khu vực để bảo vệ căn cứ và các máy bay liên minh khác được gửi tới để hỗ trợ.,وقد توغلت قوات التحالف والقوات الأفغانية في المنطقة لتأمين الموقع وأرسلت طائرات التحالف الأخرى للمساعدة.,"연합군과 아프간군은 해당 구역에 진입하여 주변을 장악했고, 다른 연합군 항공기도 지원을 위해 파견됐다.","חיילי הקואליציה וחיילים אפגנים עברו לאזור כדי לאבטח את האתר, וכלי טיס אחרים של הקואליציה נשלחו לסייע.",તે સ્થળને સુરક્ષિત કરવા ગઠબંધન દળો અને અફઘાન ટુકડીઓ તે વિસ્તારમાં આગળ વધી અને બીજા ગઠબંધન દળોના હવાઈજહાજને મદદ માટે મોકલી દીધા.,Ərazinin təhlükəsizliyini təmin etmək məqsədilə koalisiya qüvvələri və əfqan qoşunları bölgəyə köçürüldülər və onlara dəstək üçün koalisiya hava qüvvələri də göndərildi.,Кӯшунҳои эътилоф ва Афғонистон барои таъмини амнияти мавқеъ ба минтақа даромаданд ва дигар ҳавопаймоҳои эътилоф барои кумак фиристода шуданд.,اتحادي ۽ افغان فوج سائيٽ کي محفوظ ڪرڻ لاءِ علائقي ۾ منتقل ڪئي وئي ۽ ٻيو اتحادي جهاز مدد لاءِ موڪليو ويو.,ایتلافي او افغان ځواکونه منطقې ته د ساحې د ساتنې په هدف ورغلي او د ایتلاف بله الوتکه د مرستې لپاره ور استول شوې.
Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,Martelly a intronisé hier un nouveau Conseil électoral provisoire (CEP) composé de neuf membres.,Martelly hat gestern eine neue Provisorische Wahlkommission (CEP) mit neun Mitgliedern vereidigt.,"Вчера Мартейи привёл к присяге новый Временный избирательный совет (ВИС), состоящий из девяти участников.",昨天，马尔泰利在由 9 名成员组成的新临时选举委员会 (CEP)中宣誓就职。,昨日、マルテリーは9人のメンバーで構成される新しい臨時選挙管理委員会会（CEP）で宣誓しました。,مارتلی دیروز در شورای موقت انتخاباتی (CEP) جدید که متشکل از نُه عضو بود سوگند یاد کرد.,"Martelly đã tuyên thệ trong Hội Đồng Bầu Cử Lâm Thời (Provisional Electoral Council, CEP) mới gồm chín thành viên vào ngày hôm qua.",أدى مارتيلي أمس القسم في مجلس انتخابي مؤقت جديد مكون من تسعة أعضاء.,마르텔리는 어제 9명으로 이뤄진 임시 선거위원회(CEP) 취임을 위한 선서를 했습니다.,מרטלי השביע אתמול ועדת בחירות זמנית (CEP) חדשה בת תשעה חברים.,માર્ટેલીએ ગઈ કાલે નવ સભ્યોની નવી પ્રોવિઝનલ ઇલેક્ટોરલ કાઉન્સિલ (સીઇપી)માં શપથ લીધા હતા.,Dünən doqquz üzvdən ibarət yeni Müvəqqəti Seçki Şurası (MSŞ) qarşısında Martellinin and içmə mərasimi baş tutdu.,"Мартелли рӯзи гузашта дар Шӯрои нави муваққатии интихоботӣ (CEP), ки аз 9 узв иборат аст, савгандашро ёд кард.",ڪلهہ نون ميمبرن جي نئي عارضي چونڊ ڪائونسل (CEP) ۾ مارٽلي حلف ورتو.,مارټلي پرون د نهه غړو باندي مشتمل د نوي عارضي انتخاباتي شورا (سي اي پي) کی ګډون لپاره څوګند پورته کړو.
"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience… Je me préparais, donc je n'ai pas vraiment entendu ce qu'il disait ».","""Als er nach einem Kommentar gefragt wurde, sagte Miller: """"Mike spricht sehr viel während der Anhörung ... ich habe mich vorbereitet und konnte daher nicht richtig hören, was er sagte.""""""","Когда у Миллера попросили комментарий, он сказал: ""Майк много говорит во время слушаний... Я готовился, поэтому особо не слушал, что он говорил"".",当被要求发表看法时，米勒说：“迈克在听证会上说了很多……我当时正在做准备，所以没听清他在说什么。”,コメントを求められたミラー氏は、「公聴会ではマイクがよくしゃべるので、私は準備をしていたので、何を言っているのかよく聞こえなかった」と述べた。,هنگامی‌ که از میلر خواسته شد اظهارنظر کند گفت: «مایک در زمان دادرسی زیاد صحبت می‌کرد ... من داشتم آماده می‌شدم بنابراین واقعاً نمی‌شنیدم که چه می‌گوید.»,"Khi được yêu cầu bình luận, Miller cho biết, ""Mike nói rất nhiều trong buổi điều trần...tôi đang chuẩn bị nên tôi không thực sự nghe thấy anh ấy nói gì.""","قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".","""의견을 물었을 때 밀러는 """"청문회 동안 마이크는 많은 이야기를 했습니다… 저는 준비를 하고 있었기 때문에 그가 하는 말을 듣지 못했습니다""""라고 말했습니다.""","""כשהתבקש להגיב, אמר מילר, מייק מדבר הרבה במהלך הדיון... אני התכוננתי, אז לא באמת שמעתי מה הוא אמר.""","""ટિપ્પણી કરવા કહેવામાં આવ્યુ ત્યરે મિલરે કહ્યું, """"માઇક ને સાંભળવામાં બહુ વાર લાગે છે.. હું તૈયાર થઈ રહ્યો હતો તેથી તે શું કહી રહ્યો હતો તે હું નહોતો સાંભળી રહ્યો.""""""","Millerdən şərh bildirməsini istədikdə cavab verdi: ""Mayk dindirilmə zamanı kifayət qədər danışıb...Mən o vaxt hazırlaşırdım, ona görə də onun dediklərini eşitmirdim"".","Ҳангоми шарҳпурсӣ, Миллер афзуд: ""Майк ҳангоми шунидан бисёр ҳарф мезанад... Аз сабаби омодагӣ гирифтанам, ман дар асл ба суханони ӯ гӯш намеандохтам.""","جڏهن ملر کان تبصري لاءِ پڇيو ويو تہ چيائين ""مائيڪ ٻڌڻ جي دوران گهڻو ڳالهائي ٿو...آئون تيار ٿي رهيو هئس ان ڪري آئون واقعي نہ ٻڌي رهيو هئس تہ هي ڇا چئي رهيو هو.""","کله چې د تبصرې په اړه ترې غوښتنه وشوه ملر وویل "" Mike د اوریدنې په جریان کې ډیرې خبرې کوي، ما آمادګي نیوله نو ما د هغه خبرې چې څه یې ویل نه اوریدې"""
"I don't know if you realize it or not, but most of the goods from Central America came into this country duty-free.","Je ne sais pas si vous vous en rendez compte, mais la plupart des marchandises en provenance d'Amérique centrale sont entrées dans notre pays exonérées de taxes.","Ich weiß nicht, ob Sie das wussten, aber die meisten Waren aus Mittelamerika kamen zollfrei in unser Land.","Не знаю, осознаете вы или нет, но большая часть товаров из Центральной Америки была ввезена в эту страну беспошлинно.",我不知道你有没有意识到，从中美洲进口到这个国家的大部分货物都是免关税的。,お気づきかどうかわかりませんが、中米からこの国に入って来る商品のほとんどは無税でした。,نمی‌دانم متوجه شده‌اید یا نه، اما بسیاری از کالاها از آمریکای مرکزی بدون پرداخت عوارض وارد این کشور می‌شوند.,"Tôi không biết bạn có nhận ra hay không, nhưng hầu hết hàng hóa từ Trung Mỹ nhập khẩu vào nước này đều được miễn thuế.",لا أعلم إن كنت تدرك الأمر أم لا، لكن معظم البضائع القادمة من أمريكا الوسطى تدخل هذه البلد بدون ضرائب.,"아실지 모르겠지만, 중앙아메리카에서 온 대부분의 물품은 이 나라에 면세로 들어왔습니다.","אני לא יודע אם אתם מבינים זאת או לא, אבל רוב הסחורה ממרכז אמריקה הגיעה למדינה זו עם פטור ממכס.","તમે તેને અનુભવો છો કે નહીં તેની મને ખબર  નથી, પરંતુ સેન્ટ્રલ અમેરિકામાંથી મોટા ભાગનો સામાન આ દેશમાં કર મુક્ત આવ્યો હતો.","Bunu başa düşüb-düşmədiyinizdən əmin deyiləm, amma Mərkəzi Amerikadan idxal edilmiş malların bir çoxu bu ölkəyə gömrük rüsumu ödəmədən gətirilir.","Ман намедонам ки оё шумо инро дарк мекунед ё не, аммо аксарияти молҳо аз Амрикои Марказӣ ба ин давлат бе пардохти боҷ ворид гардиданд.",مون کي خبر ناهي ته توهان کي اهو احساس آهي يا نه، پر سينٽرل آمريڪا جي شين مان گهڻيون هن ملڪ ۾ ڊيوٽي-فري طور آيون.,زه نپوهېږم چې آیا تاسې به دا درک کړئ کنه خو دې هیواد ته له مرکزي امریکا څخه اکثره توکې د ګمرک پرته راغلي دي.
The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,L’annonce a été faite après que M. Trump ait eu une conversation téléphonique avec le président turc Recep Tayyip Erdoğan.,Die Ankündigung erfolgte nach einem Telefongespräch von Trump mit dem türkischen Präsidenten Recep Tayyip Erdoğan.,"Заявление было сделано после того, как Трамп провел телефонный разговор с президентом Турции Реджепом Тайипом Эрдоганом.",特朗普与土耳其总统雷杰普·塔伊普·埃尔多安（Recep Tayyip Erdoğan）通话后发表了声明。,本件は、トランプ大統領がトルコのレセップ・タイップ・エルドアン大統領と電話会談した後で発表されました。,این اعلامیه پس از مکالمه تلفنی ترامپ با رئیس‌جمهور ترکیه،‌ رجب طیب اردوغان، منتشر شد.,Tuyên bố được đưa ra sau khi ông Trump có cuộc điện đàm với Tổng Thống Thổ Nhĩ Kỳ Recep Tayyip Erdoğan.,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,이 발표는 트럼프가 레제프 타이이프 에르도안 터키 대통령과 전화 통화를 한 후에 이루어졌다.,ההצהרה נעשתה לאחר שטראמפ שוחח בטלפון עם הנשיא הטורקי רג'פ טאיפ ארדואן.,"ટ્રમ્પે તુર્કીના રાષ્ટ્રપતિ રેસેપ તયિપ એર્દોઆન સાથે ફોન પર વાત કરી, એના પછી આ ઘોષણા કરવામાં આવી હતી.","Məlumat, Trampın Türkiyə Prezidenti Rəcəp Tayip Ərdoğan ilə telefon danışığından sonra bildirildi.",Эълони мазкур баъд аз гуфтугӯи телефонии Трамп бо президенти Туркия Раҷаб Тайиб Эрдуғон содир шуд.,اهو اعلان ٽرمپ ۽ ترڪي جي صدر رجب طيب اردگان جي وچ ۾ فون تي ڳالهه ٻولهہ کانپوءِ ٿيو.,د اعلان وروسته د ټرمپ او دترکیی رییس جمهور رجب طیب اردګان د تلیفونی خبرو څخه وشو.
One bomb exploded outside the governor general's office.,Une bombe a explosé devant le bureau du gouverneur général.,Eine Bombe explodierte vor dem Bürogebäude des Generalgouverneurs.,Одна из бомб взорвалась возле офиса генерал-губернатора.,一枚炸弹在总督办公室外爆炸。,知事執務式の外で爆弾が爆発しました。,یک بمب در بیرون دفتر فرماندار کل منفجر شد.,Một quả bom đã phát nổ phía bên ngoài văn phòng toàn quyền.,انفجرت قنبلة واحدة خارج مكتب الحاكم العام.,폭탄 한 발이 총독 집무실 밖에서 폭발했다.,פצצה אחת התפוצצה מחוץ למשרד המושל הכללי.,ગવર્નર જનરલની ઓફિસની બહાર એક બૉમ્બ ફૂટ્યો હતો.,Qubernatorun ofisinin qabağında bir bomba partladı.,Як бомба дар назди дафтари генерал-губернатор таркид.,هڪ بم دهماڪو گورنر جنرل جي آفيس جي ٻاهران ٿيو.,د جنرل والي دفتر بهر یو بم وچاودید.
"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.","En 1990, il a été ajouté à la liste des sites du patrimoine mondial en danger, en raison de la menace des sables du désert.",Im Jahr 1990 wurde es aufgrund der Bedrohung durch Wüstensand zur Liste der gefährdeten Weltkulturerbegebiete hinzugefügt.,"В 1990 году он был добавлен в список всемирного наследия, находящегося под угрозой из-за опасности со стороны песков пустыни.",1990 年，由于沙漠的威胁，它被列入了濒危世界遗产名录。,砂漠の砂による脅威から保護するため、1990年には危険な世界遺産のリストに追加されました。,در سال 1990، به‌دلیل خطر شنهای صحرا به فهرست میراث‌های جهانی در معرض خطر اضافه شد.,"Vào năm 1990, nó được bổ sung vào danh sách những di sản thế giới đang bị đe dọa, do sự xâm lấn của cát sa mạc.",في سنة 1990، تمت إضافتها إلى لائحة مواقع التراث العالمي المهددة بالخطر، نظراً لتهديد رمال الصحراء.,"사막 모래의 영향으로 인해, 1990년 팀북투는 위험에 처한 세계 문화유산 목록에 추가되었습니다.","ב-1990, הוא נוסף לרשימת אתרי המורשת העולמיים שבסיכון, עקב הסכנה של חולות מדבר.","1990માં, રણની રેતીના જોખમને કારણે, તે વિશ્વની જોખમમાં મૂકાયેલી હેરિટેજ સાઇટની સૂચિમાં ઉમેરાઈ હતી.","Səhra qumlarının təhlükəyə səbəb olması nəticəsində, 1990-cə ildə o, riskə məruz qalmış abidə kimi, ümumdünya irsi siyahısına əlavə olundu.","Соли 1990, он ба рӯйхати Осори Умумиҷаҳонӣ, ки бинобар сабаби регҳои биёбон дар зери хатар қарор доранд, илова карда шуд.",1990 ۾، ريگستاني واري جي خطري سبب، انکي خطري ۾ دنيا جا وراثتي ماڳ واري فهرست ۾ شامل ڪيو ويو.,په 1990 کې دا په نړۍ کې خطر کې پرتو د عالمي ورثې ځایونو په لسټ کې د صحرايي شګې څخه د خطر له وجې واچول شو.
Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.,Huhne et Pryce doivent comparaître devant la Magistrates Court de Westminster le 16 février.,Huhne und Pryce sollen am 16. Februar vor dem Westminster Magistrates Court erscheinen.,Хьюн и Прайс должны явиться в Магистратский суд Вестминстера 16 февраля.,胡纳和普赖斯将于 2 月 16 日在威斯敏斯特治安法院出庭。,フーネ氏とプライス氏は2月16日にウェストミンスター治安判事裁判所に出廷する予定です。,قرار است Huhne و Pryce در 16 فوریه در دادگاه بدوی وست‌مینستر حاضر شوند.,"Theo lịch, Huhne và Pryce sẽ xuất hiện tại Tòa sơ thẩm Westminster vào ngày 16 tháng Hai.",هوهن وبرايس على موعد للحضور في محكمة قضاة ويستمينستر في 16 من شباط.,후네(Huhne)와 프라이스(Pryce)는 2월 16일 웨스트민스터 치안법원에 출두할 예정입니다.,הונה ופרייס צפויים להופיע בפני בית משפט השלום בווסטמינסטר ב-16 בפברואר.,હુહાને અને પ્રાઇસને 16 ફેબ્રુઆરીએ વેસ્ટમિન્સ્ટર મેજિસ્ટ્રેટ કોર્ટમાં હાજર થવાનું છે.,Xyun və onun keçmiş həyat yoldaşı Praysın məhkəməsinin Fevralın 16-sında Vestminster Sülh Məhkəməsində baş tutacağı planlaşdırılıb.,Аз рӯи нақша Ҳюне ва Прайс бояд рӯзи 16 феврал ба Суди Магистратии Вестминстер ҳозир шаванд.,هونهي ۽ پرائس جو 16 فيبروري تي ويسٽ منسٽر مئجسٽريٽس ڪورٽ ۾ پيش ٿيڻ جو شيڊيول آهي.,هوهنو او پرېس (Huhne and Pryce) به ویسټ منسټر مجسټرېټ (د فوج حاکم) په محکمه کې د فبروري پر 16 له یو بل سره وګوري.
"With only eighteen medals available a day, a number of countries have failed to make the medal podium.","Avec seulement dix-huit médailles disponibles par jour, un certain nombre de pays n'ont pas réussi à monter sur le podium des médaillés.","Da pro Tag nur achtzehn Medaillen zur Verfügung stehen, hat es ein Anzahl an Ländern nicht auf das Podium geschafft.","Учитывая то, что в день можно было выиграть только восемнадцать медалей, ряду стран не удалось оказаться на пьедестале почёта.",由于一天只颁发十八块奖牌，许多国家的运动员未能登上领奖台。,1日に授与されるメダルは18個のみなので、多くの国が表彰台に上がれませんでした。,از آنجایی که فقط هجده مدال در روز وجود دارد، بسیاری از کشورها نتوانسته‌اند به سکوی قهرمانی دست یابند.,"Với chỉ mười tám huy chương mỗi ngày, một số nước không được lên bục nhận huy chương.",أخفق عدد من الدول في الوصول لمنصة التتويج نظراً للتنافس على ثمانية عشر ميدالية فقط في كل اليوم.,"하루에 열여덟 개의 메달만 주어지기 때문에, 많은 국가가 메달 단상에 오르지 못했습니다.","עם רק שמונה עשר מדליות זמינות בכל יום, מספר מדינות לא הצליחו לעלות על במת המדליות.","દિવસમાં માત્ર અઢાર મેડલ મળતાં, અનેક દેશો મેડલ પોડિયમ બનાવવામાં નિષ્ફળ ગયા છે.",Gün ərzində yalnız on səkkiz medal təqdim olunduğu üçün bir sıra ölkələr medal qazanan ölkələr arasında ola bilmədilər.,"Бо танҳо хаждаҳ медале, ки дар як рӯз мавҷуд мебошад, як қатор кишварҳо натавонистанд ба минбари медал бароянд.",هڪ ڏينهن ۾ صرف اٺ تمغن جي دستياب هجڻ سان، ڪيترائي ملڪ ميڊل پوڊيم ٺاهڻ ۾ ناڪام ٿي ويا آهن.,یواځې اتلس میډالونه د ورځې شتون لري، ډیرو هیوادونو ونشو کړای چې د میډال ویشنې ځای ته لاره پیدا کړي
"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.","Le mosasaure était le superprédateur de l'époque, il ne craignait rien, sauf les autres mosasaures.","Der Mosasaurus war das größte Raubtier seiner Zeit, somit fürchtete er sich vor nichts außer anderen Mosasauriern.","Мозазавр был самым грозным хищником своего времени, поэтому он не боялся никого кроме других мозазавров.",沧龙是那个时代的顶级掠食者，除了同类它什么都不怕。,モササウルスはその時代の頂点捕食者であったため、モササウルス同士以外に恐れる相手はいませんでした。,موساسور برترین شکارچی در دوره خود بود، به همین خاطر از هیچ چیز نمی‌ترسید، مگر سایر موساسورها.,"Thương long là loài ăn thịt đỉnh cao trong thời kỳ tồn tại của nó, vì thế nó không sợ gì cả, ngoại trừ những con thương long khác.",كان الموزاصور هو المفترس المهيمن في عصره، لذلك لم يكن يهاب أي شيء، باستثناء الموزاصورات الأخرى.,모사사우루스는 그 시대의 최상위 포식자였으므로 다른 모사사우루스 외에는 두려울 것이 아무것도 없었습니다.,"מוזאזאורוס היה טורף העל של זמנו, ולכן הוא לא חשש מדבר, חוץ ממוזאזאורים אחרים.","મોસાસોરસ તેના સમયનો સર્વોચ્ચ શિકારી હતો, તેથી તેને અન્ય મોસાસોરસ સિવાય કોઈનો ડર લાગ્યો નહીં.","Mosasaurus öz vaxtının ən zirvədə olan vəhşisi olduğuna görə, sadəcə öz qohumları olan mosasaurslar xaricində digər canlılardan qorxmurdu.","Мосазавр даррандаи пурқувватарини замони худ ба ҳисоб мерафт, барои ҳамин, ба ғайр аз мосазаврҳои дигар, ӯ аз ягон чизи дигар наметарсид.",موزوسورس پنهنجي وقت جو وڏو شڪاري هو، تنهنڪري هن کي ٻين موزاسورس کان علاوہ ڪنهن جو بہ ڊپ نہ هو.,موساسورس د خپل وخت عجیب ښکاري وو، هغه له نورو موساسورس پرته له هیڅ شي نه ویریدل.
"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","Il avertit que personne ne peut garantir que toute action en Irak à ce stade mettra fin à la guerre sectaire, à la violence croissante ou au glissement vers le chaos.","Er warnt davor, dass niemand garantieren kann, dass irgendeine Vorgehensweise im Irak zu diesem Zeitpunkt die sektiererische Kriegsführung, die wachsende Gewalt oder ein Abgleiten ins Chaos stoppen wird.","Он предупреждает: ""Никто не может гарантировать, что какой-либо план действий в Ираке в текущей ситуации сможет остановить религиозную войну, растущее насилие или надвигающийся хаос"".",报告警告称，没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争、不断增长的暴力或走向混乱。,警告の内容は、現時点でイラクでどのような行動をとっても、宗派間抗争や暴力の拡大、あるいは混沌への滑落を阻止しうると保証できる者はいないというものでした。,این هشدار می دهد که هیچ کس نمی تواند تضمین کند که هرگونه اقدام در عراق در این مرحله، جنگ فرقه ای، خشونت رو به رشد و یا خیزش به سمت هرج و مرج را متوقف خواهد کرد.,"Nhóm này cảnh báo Không ai có thể bảo đảm rằng bất cứ một hành động nào ở Iraq vào thời điểm này sẽ giúp chấm dứt chiến tranh phe phái, sự gia tăng bạo lực, hay sự lún sâu vào tình thế hỗn loạn.",يحذر من أنه لا أحد يمكنه ضمان أن أي مسار عمل في هذه اللحظة في العراق سيؤدي إلى وقف الحرب الطائفية أو العنف المتزايد أو الانحدار نحو الفوضى.,"이 시점에서 이라크의 행동이 종파적인 전쟁이나 폭력이 증가하는 것, 혹은 혼돈의 상태를 막을 수 있다는 데에 보장은 없다.","זה מזהיר שאף אחד לא יכול להבטיח שדרך פעולה כלשהי בעירק בנקודת זמן זו תעצור את הלוחמה בין הפלגים, עליה באלימות, או התדרדרות לכאוס.","તે ચેતવણી આપે છે કે કોઈ બાંહેધરી આપી ન શકે કે અત્યારના સમયે ઇરાકમાં કોઈ પણ ગતિવિધિ સાંપ્રદાયિક યુદ્ધ, વધતી હિંસા અથવા સંપૂર્ણ અંધાધૂંધી તરફનો ઝોક અટકાવશે.","Hesabat, İraqda bu məqamda alınacaq istənilən tədbirin məzhəblərarası müharibənin, artan şiddətin və ya xaos yaratmağa meylliliyin qarşısını alacağı haqqında heç kimin təminat verə bilməyəcəyini göstərir.","Он огоҳ мекунад, ки ягон кас кафолат дода наметавонад, ки оё дар ин марҳила ягон нақшаи амалиёт дар Ироқ ҷанги мазҳабӣ, афзоиши хушунат ё лағжиш ба бесарусомониҳоро бозмедорад.",اهو خبردار ڪري ٿو تہ ڪو بہ ذميواري نٿو کڻي سگهي تہ هن وقت عراق ۾ ڪنهن بہ قسم جي ڪاروائي فرقيواراڻي ويڙهہ، وڌندڙ ڏاڍائي، يا وڌندڙ وڳوڙن کي روڪيندي.,دا ګوتڅنډنه کوي چې هیڅوک دا تضمین نشوي ورکولای چې په دې وخت کې هر رنګه کړنه په عراق کې د ډلییزې جکړې، زیاتیدونکي تاوتریخوالي او یا مشکلاتو طرف ته د ورتلو مخنیوی وکړي.
"All animals that originally arrived in the islands came here either by swimming, flying or floating.","Tous les animaux qui sont arrivés sur ces îles l'ont fait à l'origine par les eaux, à la nage ou à bord d'objets flottants, ou par les airs.","Alle Tiere, die ursprünglich auf den Inseln eintrafen, kamen entweder durch Schwimmen, Fliegen oder Anschwemmen hierher.","Все животные, которые первоначально прибыли на эти острова, добрались сюда вплавь, прилетели или их прибило течением.",最初，动物们都是通过游泳、飞行或者漂浮的方式到达了这些岛屿。,初期にガラパゴス諸島にやってきた動物はいずれも、泳ぐか、飛ぶか、浮いてやってきました。,تمام حیواناتی که در ابتدا به جزایر رسیده بودند یا با شنا، پرواز یا به حالت شناور به اینجا آمدند.,"Tất cả các loài động vật nguyên thủy xuất hiện trên hòn đảo này đã đến đây bằng cách bơi, bay hoặc trôi theo dòng nước.",لقد أتت جميع الحيوانات التي وصلت في الأصل إلى الجزر إما بالسباحة أو بالطيران أو بالطفو.,"처음 섬에 온 모든 동물들은 수영하거나, 날거나 혹은 물에 뜬 상태로 섬에 도착했습니다.","כל בעלי החיים שהגיעו במקור אל האיים הגיעו לכאן בשחייה, בתעופה או בציפה.","ટાપુઓ પર મૂળભૂત રૂપે આવેલાં બધાં પ્રાણીઓ તરીને, ઊડીને કે વહીને અહીં આવ્યા હતાં.","Adalara əvvəldən gəlmiş bütün heyvanlar buraya ya üzərək, ya uçaraq və yaxud da dalğaların atması nəticəsində gəlib.","Ҳамаи ҷонвароне, ки аз ибтидо ба ҷазираҳо омаданд, ба ин ҷо тавассути шиноварӣ, парвоз ё дар болои об шинокунӣ расида омадаанд.",سڀئي جانور جيڪي اصل ۾ ٻيٽ ۾ آيا هئا اهي هتي يا ته تري ، اڏامي يا پاڻي ۾ وهي آيا آهن.,ټول ځناور دې جهیلونو ته د لامبو وهلو، الوتلو او اوبو کې د تګ له لارې راورسیدل.
