translation_id,topic,eng,fra,deu,rus,cmn,jpn,pes,vie,arb,kor,heb,guj,azj,tgk,snd,pbt
295,LAW,"In a partnership of NPWS and the Sporting Shooters Association of Australia (NSW) Inc, qualified volunteers were recruited, under the Sporting Shooters Association's hunting program.","Dans le cadre d’un partenariat entre NPWS et le Sporting Shooters Association of Australia (NSW) inc., des bénévoles qualifiés ont été recrutés, dans le cadre du programme de chasse de la Sporting Shooters Association.",Im Rahmen einer Partnerschaft zwischen NPWS und der Sporting Shooters Association of Australia (NSW) Inc. wurden im Rahmen des Jagdprogramms der Sporting Shooters Association qualifizierte Freiwillige rekrutiert.,В рамках партнёрства NPWS и Ассоциации спортивных стрелков Австралии (NSW) в ходе охотничьей программы Ассоциации спортивных стрелков были набраны квалифицированные волонтёры.,在国家公园野生动物管理局（NPWS）和澳大利亚射击运动员协会（NSW）的合作中，射击运动员协会为狩猎计划招募了合格的志愿者。,NPWSとオーストラリアのスポーツ射撃協会（NSW）の提携により、スポーツ射撃協会の狩猟プログラムで有資格ボランティアが募集されました。,با همکاری NPWS و انجمن تیراندازان ورزشکار استرالیا (NSW) با هم، افراد داوطلب واجد شرایط تحت برنامه شکار انجمن تیراندازان ورزشکار استخدام شدند.,"Nằm trong thỏa thuận hợp tác giữa NPWS và Sporting Shooters Association of Australia (NSW) Inc, các tình nguyện viên đủ điều kiện đã được tuyển dụng theo chương trình tìm kiếm nhân sự của Sporting Shooters Association.","في شراكة بين ""مصلحة المتنزهات الوطنية والحياة البرية"" و ""جمعية الرماة الرياضيين في أستراليا""، اختير متطوعون مؤهلون في إطار برنامج الصيد التابع للجمعية.",NPWS와 '오스트레일리아 스포츠 슈터 협회'의 파트너쉽으로 '스포츠 슈터 협회'의 사냥 프로그램에 따라 자격을 갖춘 자원봉사자를 모집했다.,"""בשיתוף שירות הפארקים וחיי הבר ואיגוד רובאי הספורט של אוסטרליה (ניו סאות' ויילס) בעמ, גויסו מתנדבים מוסמכים, במסגרת תכנית הציד של איגוד רובאי הספורט.""","એનપીડબલ્યુએસ અને સ્પોર્ટિંગ શૂટર્સ એસોસિએશન ઓફ ઓસ્ટ્રેલિયા(એનએસડબ્લ્યુ)ની ભાગીદારીમાં, સ્પોર્ટિંગ શૂટર્સ એસોસિએશનના શિકાર કાર્યક્રમ હેઠળ, લાયક સ્વયંસેવકોની ભરતી કરવામાં આવી હતી.",NPWS (Milli Parklar və Vəhşi Təbiətə Xidmət) və Avstraliya Atıcı İdmançılar Assosiasiyası (NSW) Inc. tərəfdaşlığı ilə İdmançı Atıcılar Assosiasiyasının atıcılıq proqramı çərçivəsində yetərlilik səviyyəsinə malik könüllülər işə alındı.,Дар ҳамкорӣ бо Хадамоти боғҳои миллӣ ва ҳифзи ҳайвоноти ваҳшӣ (NPWS) ва Ассотсиатсияи тирандозони варзишии Австралия (NSW) Inc. дар доираи барномаи шикори Ассотсиатсияи тирандозии варзиш ихтиёриёни ихтисоснок ҷалб карда шуданд.,NPWS ۽ اسپورٽنگ شوٽرز ايسوسيئيشن آف آسٽريليا (NSW) انڪارپوريشن جي ڀائيواري ۾، اسپورٽنگ شوٽرز ايسوسيئيشن جي هنٽنگ پروگرام تحت، لائق رضاڪارن کي نوڪريون ڏنيون ويون.,د NPWS او د آسټرالیا د ورزشي نښه ویشتونکو سازمان (NSW) په شراکت کې، د ورزشي نښه ویشتونکو انجمن د ښکار پروګرام لاندې وړ داوطلب کسان استخدام شول.
414,LAW,"During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.","Pendant la guerre révolutionnaire, les treize États ont d’abord formé un gouvernement central faible — le Congrès étant sa seule composante — en vertu des articles de la Confédération.","Während der Revolutionskämpfe formten die 13 Bundesstaaten auf Basis des Bundesvertrages zuerst eine schwache Zentralregierung, die nur aus dem Kongress bestand.","Во время Войны за независимость США тринадцать штатов, в соответствии со Статьями конфедерации, впервые сформировали слабое центральное правительство, единственным органом которого был Конгресс.",在独立战争期间，十三个州最初根据《联邦条例》组成了弱小的中央政府（国会是其唯一的组成部分）。,独立戦争中に13州はまず連合規約に基づいて弱い中央政府を形成し、連邦議会はその唯一の構成要素でした。,در خلال جنگ انقلابی، نخست سیزده ایالت تحت اصول کنفدراسیون یک دولت مرکزی ضعیف را تشکیل دادند - که کنگره تنها مؤلفه آن بود.,"Trong cuộc Chiến tranh Cách mạng, lúc đầu mười ba tiểu bang thành lập một chính quyền trung ương lỏng lẻo - chỉ có Quốc Hội là thành phần duy nhất - chiếu theo các Điều Lệ Liên Bang.",أثناء الحرب الثورية، شكلت الولايات الثلاث عشرة أولاً حكومة مركزية ضعيفة ـ وكان الكونغرس يشكل العنصر الوحيد فيها ـ في ظل النظام الأساسي للاتحاد الفيدرالي.,독립 전쟁 기간 동안 13개 주는 우선 연합 규약에 따라 의회가 유일한 구성 요소인 권력이 강하지 않은 중앙 정부를 구성했다.,"במהלך מלחמת העצמאות, שלוש עשרה המדינות הקימו בתחילה ממשלה מרכזית חלשה - בה הקונגרס היה המרכיב היחיד - במסגרת תקנון הקונפדרציה.","ક્રાંતિકારી યુદ્ધ દરમિયાન, તેર રાજ્યોએ સૌ પ્રથમ નબળી કેન્દ્ર સરકારની રચના કરી—જેનો એકમાત્ર ઘટક કોંગ્રેસ હતી —જે સંઘના આર્ટિકલ્સ ઓફ કન્ફેડેરેશન હેઠળ હતી.","Konfederasiya maddələrinə müvafiq olaraq, on üç əyalət birləşib əvvəl yeganə tərkib hissəsi Konqres olan zəif mərkəzi bir hökumət qurduğu zaman İnqilab Müharibəsi hələ davam edirdi.","Ҳангоми Ҷанг барои истиқлолият аввал сенздаҳ иёлот ҳукумати заифи марказиро ташкил доданд - бо Конгресс, ки ҷузъи ягонаи таркибии он буд - мутобиқи Моддаҳои Конфедератсия.",انقلابي جنگ دوران، وفاق جي آرٽيل تحت—تيرهن رياستن پهريان هڪ ڪمزور مرڪزي حڪومت ٺاهي— ڪانگريس صرف اتحادي هو.,د انقلابي جګړې په جریان کې — دیارلس ایالتونو د کنفیډریشن مادې لاندې لومړی يو ضعیف مرکزي حکومت جوړ کړ— په داسې حال کې چې کانګرس د هغې یوازینۍ برخه وه.
254,LAW,Three more bombs exploded near government buildings in a period of two hours.,Trois autres bombes ont explosé près des bâtiments du gouvernement en l'espace de deux heures.,Drei weitere Bomben detonierten binnen zwei Stunden unweit von Regierungsgebäuden.,Еще три бомбы взорвались возле правительственных зданий в течение двух часов.,两小时内，政府大楼附近又发生了三起炸弹爆炸事件。,その後2時間のうちに、さらに3つの爆弾が官庁施設の付近で爆発しました。,سه بمب دیگر در یک بازه دو ساعته نزدیک ساختمان‌های دولت منفجر شد.,Thêm ba quả bom nữa phát nổ gần các tòa nhà chính phủ trong khoảng hai tiếng đồng hồ.,انفجرت ثلاث قنابل أخرى بالقرب من مباني حكومية في غضون ساعتين.,정부청사 근처에서 2시간 만에 폭탄 3개가 추가로 폭발했다.,שלוש פצצות נוספות התפוצצו ליד בניני ממשל בתוך שעתיים.,બે કલાકના સમયગાળામાં સરકારી ઇમારતો નજીક ત્રણ વધુ બોમ્બો ફૂટ્યા હતા.,2 saat ərzində dövlət orqanlarının yanında 3 bomba daha partladı.,Дар давоми ду соат дар назди биноҳои ҳукуматӣ таркиши боз се бомбаи дигар ба амал омад.,ٻن ڪلاڪن جي عرصي ۾ سرڪاري عمارتن جي ويجهو وڌيڪ ٽي بم ڌماڪا ٿيا.,درې نور بمونه د حکومتي بلډنګونو سره نږدې په دوه ساعتونو کې وچاودېدل.
294,LAW,"Shooters in the supplementary pest control trial were to be closely supervised by rangers, as the trial was monitored and its effectiveness evaluated.","Les tireurs de l’essai supplémentaire de lutte contre les parasites devaient être étroitement surveillés par des rangers, car l’essai était contrôlé et son efficacité évaluée.","Die Schützen des begleitenden Versuchs zur Eindämmung der Plage sollten eng von Rangern beaufsichtigt werden, da der Versuch überwacht und seine Wirksamkeit beurteilt wurde.","Стрелки, участвовавшие в дополнительном тесте по борьбе с вредителями, должны были находиться под пристальным присмотром рейнджеров, поскольку данный тест проходил под наблюдением и оценивалась его эффективность.",护林员会密切监督参加虫害防治补充试验的射手，因为试验会受到监测，并会评估其效果。,補助的な有害生物駆除試験は、監視されその効果が評価されるので、この試験に参加する射撃手はレンジャーによる厳しい監視を受けました。,تیراندازان شرکت کننده در آزمایش کنترل آفات مکمل باید به دقت توسط جنگلبانان نظارت می‌شدند، زیرا این آزمایش تحت نظارت بود و میزان موثر بودن آن مورد ارزیابی قرار گرفت.,Những người đi săn trong chương trình thử nghiệm kiểm soát sâu bệnh bổ sung đã được các nhân viên kiểm lâm giám sát chặt chẽ do chương trình thử nghiệm ấy đã được giám sát và đánh giá hiệu quả.,كان يجب على الحراس الإشراف الوثيق على المطلقين في تجربة مكافحة الآفات التكميلية، إذ كانت التجربة تحت المراقبة ويتم تقييم فاعليتها.,추가 해충 방제 시험에 참여한 사냥꾼들은 시험을 감시하고 그 효과를 평가했기 때문에 삼림 관리원의 면밀히 감독을 받아야 했습니다.,"נקבע כי על היורים בניסוי הדברת המזיקים הנוסף להיות תחת השגחה צמודה של יערנים, שכן הניסוי נמצא תחת פיקוח ויעילותו עוברת הערכה.","પૂરક પેસ્ટ કન્ટ્રોલ ટ્રાયલમાંના શૂટરોનું રેન્જરો દ્વારા ઝીણવટપૂર્વક નિરીક્ષણ કરવામાં આવતું હતું, કારણ કે ટ્રાયલનું નિયમન થતું હતું અને તેની અસરકારકતાનું મૂલ્યાંકન થતું હતું.",Sınaq yoxlanacağı və təsiri dəyərləndiriləcəyi üçün zərəvericilərlə mübarizə üzrə əlavə yoxlama sınağında iştirak edən atıcılara meşəbəyilər tərəfindən yaxından nəzarət ediləcəkdir.,"Тирандозони дар озмоиши иловагии мубориза бо ҳашароти зараррасон ширкат варзида бояд таҳти назорати қатъии посбонон қарор медоштанд, зеро санҷиш таҳти назорат сурат гирифт ва самаранокии онро арзёбӣ намуд.",اضافي پيسٽ ڪنٽرول ٽرائل ۾ رينجرز طرفان شوٽرن جي ويجهي نگراني ڪئي ويئي هئي، ڇاڪاڻ تہ ٽرائل جي نگراني ۽ ان جو جائزو ڪيو ويو هو.,د اضافې آفاتو د مخنیوي لپاره د نښه ویشتونکو د کنټرول ازمایښت د رینجرز له لورې له نږدې څخه څارل کیږي، ځکه د ازمایښت کنټرول او اغیرمنتوب یې ارزیابي شو.
134,LAW,"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","Entre 22 h 00 et 23 h 00 MDT, les détenus ont allumé un feu dans la cour.",Zwischen 22:00 und 11:00 Uhr MDT wurde von den Insassen im Hof ein Feuer gelegt.,Между 10:00 и 11:00 вечера по горному времени заключенные устроили пожар во дворе.,山区夏令时晚上 10 点到 11 点之间，院子里的犯人们引发了一场火灾。,10:00～11:00pm MDTの間に受刑者が庭に火を放ったのでした。,بین ساعت 10:00-11:00 بعد از ظهر به وقت MDT، آتشی توسط زندانیان در حیاط روشن شد.,Đám cháy do các tù nhân gây ra trong sân trong khoảng 10:00 – 11:00 đêm theo giờ MDT.,بين الساعة 10:00 إلى 11:00 مساءً بتوقيت الجبل، أُضرِمَ حريقٌ من قبل النزلاء في الفناء.,오후 10 - 11시 MDT(산악 여름 시간) 사이에 수감자들이 교도소 마당에 화재를 시작했다.,"בין השעות 22:00-23:00 לפי אזור זמן ההרים (MDT), הוצתה שריפה על ידי האסירים בחצר.",રાત્રે ૧૦.૦૦-૧૧:૦૦ ની વચ્ચે યાર્ડમાં કેદીઓએ આગ લગાડી હતી.,Saat 22:00 – 23:00 MDT arasında dustaqlar həyətdə yanğın törətdi.,"Дар байни соати 10:00 ва 11:00 вақти кӯҳии тобистона, аз ҷониби маҳбусон оташ дар ҳавлӣ сар зад.",شام 10: 00-11: 00 MDT جي وچ ۾، مقينن پاران هڪ يارڊ ۾ باهه ڏني وئي وئي.,د ۱۰:۰۰ - ۱۱:۰۰ پس د ماسپښين MDT، په انګړ کې د اوسېدونکو لخوا اور پیل شوی.
109,LAW,She directed officers to her black Oldsmobile Intrigue which was 500 feet away.,Elle a dirigé les officiers vers son Oldsmobile Intrigue noire qui se trouvait à 500 pieds de là.,"Sie führte die Offiziere zu ihrem schwarzen Oldsmobile Intrigue, das 500 Fuß entfernt war.","Она отправила офицеров в свой чёрный Олдсмобиль Интрига, который находился в 500 футах.",她向军官们指示往她的黑色奥兹莫比尔“激情”轿车查看，这辆车停在 500 英尺远的地方。,彼女は500フィート離れたところに駐車してあった黒いオールズモビル・イントリーグまで警官を案内した。,او ماموران را به سمت اولدزموبیل اینتریگ سیاه خود که 500 فوت دورتر بود، هدایت کرد.,Cô ấy chỉ cảnh sát tới chiếc xe Oldsmobile Intrigue màu đen cách đó 500 foot.,وجهتْ الضباط إلى سيارتها السوداء من طراز Oldsmobile Intrigue التي كانت تقع على بعد 500 قدم.,그녀는 경관들에게 150미터 떨어져 있는 그녀의 검은색 올즈모빌 인트리그를 가리켰다.,היא כיוונה שוטרים לאולדסמוביל אינטריג השחורה שלה שנמצאה במרחק 150 מטר.,તેણે ઑફિસરોને 500 ફૂટ દૂર આવેલી પોતાની ઓલ્ડ્સમોબાઇલ ઇન્ટ્રિગ સુધી જવાનું કહ્યું.,"O, zabitləri 500 fut uzaqda yerləşən Oldsmobile Intrigue avtomobilinə doğru yönləndirdi.","Вай афсаронро ба сӯи автомошинаи сиёҳи ""Oldsmobile Intrigue"", ки 500 фут дуртар буд, равона кард.",هن پنهنجي آفيسر کي پنهنجي اولڊس موبائل انٽرگ ڏانهن موڪليو جيڪو 500 فٽ پري هئي.,هغې افیسرانو ته د خپل تور Oldsmobile Intrigue به لور اشاره وکړه کوم چې 500 فوټه لرې ول.
255,LAW,"Some reports put the official death toll at eight, and official reports confirm that up to 30 were injured; but final numbers are not yet known.","Certains rapports portent le nombre officiel de morts à huit, et des rapports officiels confirment que jusqu'à 30 personnes ont été blessées ; mais les chiffres définitifs ne sont pas encore connus.","Laut einigen Berichten beträgt die offizielle Zahl der Todesopfer acht und offizielle Berichte bestätigen, dass bis zu 30 Personen verletzt wurden. Allerdings sind noch keine endgültigen Zahlen bekannt.","По некоторым сообщениям, официальное количество жертв достигает восьми человек, и официальные сводки подтверждают, что до 30 человек были ранены; но окончательные цифры еще неизвестны.",一些报道称官方宣布的死亡人数为 8 人，而据官方报道证实，有多达 30 人受伤；但是最终的数字尚未确定。,一部の報告では公式の死者数は8人とされ、公式の報告では最大30人が負傷したことが確認されていますが、最終的な人数はまだわかっていません。,برخی گزارش‌های رسمی تعداد کشته شدگان را هشت نفر اعلام می‌کنند و گزارش‌های رسمی زخمی شدن 30 تن را تایید می‌کند؛ اما اعداد نهایی هنوز مشخص نیست.,Một số báo cáo cho biết số người chết là tám và các báo cáo chính thức xác nhận rằng có tới 30 người bị thương; nhưng con số cuối cùng vẫn chưa rõ.,ذكرت بعض التقارير أن عدد الوفيات الرسمي بلغ ثمانية، وتؤكد التقارير الرسمية أن عدد الإصابات بلغ 30؛ ولكن الأعداد النهائية غير معروفة حتى الآن.,"일부 보도에 따르면 공식 사망자 수는 8명으로 집계됐으며, 공식 보도에 따르면 최대 30명이 부상을 있었다고 전해진다. 그러나 최종 사망자 수는 아직 알려지지 않았다.","כמה מהדיווחים מעמידים את מספר ההרוגים הרשמי על שמונה, ודיווחים רשמיים מאשרים שעד 30 בני אדם נפצעו; אך המספרים הסופיים אינם ידועים עדיין.","અમુક અહેવાલો મૃત્યુના આંકડાને આઠ તરીકે રજૂ કરે છે, અને સતાવાર અહેવાલો પ્રમાણે 30 જેટલા ઈજા પામ્યા હતા તેની પુષ્ટિ કરે છે; પરંતુ અંતિમ આંકડાઓ હજુ સુધી જાણવા મળ્યા નથી.","Bəzi xəbərlərə görə ölənlərin rəsmi sayı səkkizə çıxdı və rəsmi hesabatlar 30 nəfərə qədər də yaralının olduğunu təsdiqlədi, bununla belə yekun rəqəmlər hələ də bilmir.","Тибқи баъзе маълумотҳо, шумораи расмии кушташудагон ҳашт нафарро ташкил менамояд, аммо гузоришҳои расмӣ тасдиқ карданд, ки то 30 нафар одамон ҷароҳат бардоштаанд; аммо шумораҳои ниҳоӣ ҳоло ҳам маълум нестанд.",ڪجهہ سرڪاري رپورٽن موجب مرڻ وارن جو انگ اٺ ٿي ويو، ۽ سرڪاري رپورٽون ان ڳالهہ جي پڪ ڪن ٿيون تہ 30 ماڻهو زخمي ٿيا هئا، پر اڃا تائين مڪمل انگن جي خبر نہ پئي آهي.,ځینې راپورونه وایې چې ټول مړي اته حکومتي نفرو ته ورسیدل او رسمي سرچینې تأییدوي چې تر 30 نفرو پورې زخمیان دي خو وروستۍ شمیرې لا معلومې نه دي.
257,LAW,"The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.","Les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale, ont déclaré des chercheurs de l'université.","Die zwei Verbindungen reagieren miteinander und formen Kristalle, die laut Forschern der Hochschule die Nierentätigkeit behindern können.","Исследователи университета сообщили, что эти два соединения вступают друг с другом в реакцию, образуя кристаллы, которые могут блокировать работу почек.",该大学的研究人员表示，这两种化合物相互作用形成的晶体可能会造成肾脏功能障碍。,その大学の研究者たちによれば、この2つの化合物は、互いに反応して腎臓の機能を阻害しうる結晶を形成します。,محققان دانشگاه گفتند که این دو ترکیب در واکنش با یکدیگر مواد کریستالی تشکیل می‌دهد و می‌تواند عملکرد کلیه را مسدود کند.,Hai hợp chất này phản ứng với nhau để tạo thành các tinh thể có thể làm cản trở chức năng thận các nhà nghiên cứu tại trường đại học cho biết.,يتفاعل المركبان أحدهما مع الآخر لتكوين بلورات قد تُعيق وظائف الكلى، كما قال باحثون بالجامعة.,대학 연구진은 두 화합물이 서로 반응하여 결정을 형성하고 이는 신장의 기능을 차단할 수 있다고 밝혔다.,חוקרים באוניברסיטה אמרו כי שתי התרכובות מגיבות זו לזו זו ויוצרות גבישים שעלולים לחסום את תפקוד הכליות.,યુનિવર્સિટી ઉપરના સંશોધનકારોએ જણાવ્યું હતું કે સ્ફટિકો કે જે કિડનીની કામગીરીને અવરોધી શકે છે તેની રચના કરવા માટે બે સંયોજનો એકબીજા સાથે પ્રતિક્રિયા કરે છે.,"Universitet tədqiqatçılarının dediklərinə görə, hər iki komponent bir-biri ilə reaksiyaya girərək böyrəklərin funksiyasını itirməsinə səbəb ola bilən kristallar yaradır.","Тадқиқотчиён аз донишгоҳ изҳор доштанд, ки ин ду васлшавӣ ба ҳамдигар реаксия карда кристалҳоро ба вуҷуд меоранд, ки онҳо дар навбати худ кори гурдаҳоро халалдор месозанд.",يونيورسٽي جي تحقيقدانن ٻڌايو تہ، ٻہ مرڪب هڪ ٻي سان رد عمل ڪري ڪرسٽلز ٺاهين ٿا جيڪو بڪي جي ڪم ۾ رڪاوٽ وجهي سگهي ٿو.,په پوهنتون کې څیړونکي وایې، دوه مرکبه له یو بل سره تعامل کړی او کریسټالونه یې رامنځته کړي چې دا ګردې له فعالیت څخه غورځوي.
216,LAW,Earlier the Chinese news agency Xinhua reported a plane to be hijacked.,L’agence de presse chinoise Xinhua a annoncé précédemment la nouvelle du détournement d'un avion.,Zuvor meldete die chinesische Nachrichtenagentur Xinhua die geplante Entführung eines Flugzeugs.,"Ранее китайское новостное агентство ""Синьхуа"" сообщило, что самолет был угнан.",早些时候，中国通讯社新华社报道了一架飞机已被劫持的新闻。,先日、中国の新華社通信は飛行機がハイジャックされたと報じました。,پیش از این خبرگزاری چینی شینهووا از ربوده شدن هواپیما خبر داده بود.,Trước đó hãng tin Tân Hoa Xã của Trung Quốc đã đưa tin về một chiếc máy bay bị cướp.,أعلنت وكالة الأنباء الصينية شينوا في وقت سابق عن اختطاف طائرة.,앞서 중국 신화통신은 여객기가 납치될 것이라고 보도했다.,"מוקדם יותר, סוכנות הידיעות הסינית שינחואה דיווחה על חטיפת מטוס.",અગાઉ ચીનની સમાચાર સંસ્થા ઝીનહુઆએ એક પ્લેનનું અપહરણ થવાની જાણ કરી હતી.,Daha əvvəl Çin xəbər agentliyi Xinhua bir təyyarənin qaçırıldığını bildirdi.,Пештар агентии хабаргузории Чин Синхуа аз рабуда шудани як ҳавопаймо хабар дода буд.,ان کان پهريان چيي نيوز ايجنسي زنهوا هڪ جهاز هائي جيڪ ٿيڻ جي رپورٽ ڏني هئي.,مخکې چینایي خبري شبکې Xinhua خبر ورکړی چې الوتکه به یرغمل کیږي.
157,LAW,"It had been scheduled to be cut down on Tuesday, but was saved after an emergency court ruling.","Il devait être abattu mardi, mais il a été sauvé suite à une décision d'urgence du tribunal.","Er hätte am Dienstag gefällt werden sollen, wurde aber durch einen Notfallgerichtsentscheid gerettet.","Его планировали срубить во вторник, но постановлением чрезвычайного суда оно было сохранено.",按照原计划，它将在周二被砍倒，但在法庭紧急裁决后幸免遇难。,ここは火曜日に伐採される予定だったが、裁判所による緊急判決によって救われました。,قرار بود سه‌شنبه قطع گردد، ولی با یک حکم دادگاه اضطراری نجات داده شد.,"Theo lịch, cây này sẽ bị chặt vào thứ Ba nhưng rồi được giữ lại sau phán quyết khẩn cấp của tòa.",كان من المقرر إعدامها يوم الثلاثاء، ولكن أنقذها حكم مستعجل من المحكمة.,화요일에 베어 쓰러뜨릴 예정이었으나 긴급 법원의 판결로 구조되었다.,"הוא היה אמור להיכרת ביום שלישי, אבל הוא ניצל לאחר פסיקת חירום של בית המשפט.","તે મંગળવારે કપાવાનું નક્કી થયું હતું, પણ કોર્ટના ઇમર્જન્સી નિર્ણયના કારણે સાચવણી થઈ ગઈ.","Kəsilməsi çərşənbə axşamına planlaşdırılsa da, təcili keçirilən məhkəmənin qərarından sonra onu xilas etmək mümkün oldu.","Қарор буд, ки дарахтро рӯзи сешанбе мебуранд, аммо баъди қарори фавқулоддаи додгоҳ ӯро наҷот доданд.",ان کي اڱاري جي ڏينهن تي گهٽ ڪرڻ جو منصوبو ٺاهيو ويو هو ، پر هڪ هنگامي عدالت جي فيصلي بعد محفوظ ڪيو ويو.,د سه شنبی په ورځ به غوڅ شی ټاکل شوې وه، مګر د بیړنۍ محکمې پریکړې وروسته وژغورل شو۔
416,LAW,It also had no authority to override tax laws and tariffs between states.,Il n'avait pas non plus le pouvoir de déroger aux lois fiscales ni à celles sur les droits de douane entre les États.,"Er hatte zudem keine Befugnis, Steuergesetze und Zölle zwischen Bundesstaaten außer Kraft zu setzen.",У него также не было полномочий отменять налоговое законодательство и тарифы штатов.,它也没有权力推翻各州之间的税法和关税。,州間の税法や関税を無効にする権限もありませんでした。,همچنین هیچ مرجعی برای لغو قوانین مالیاتی و تعرفه ها بین کشورها نداشت.,Nó cũng không có thẩm quyền trong việc sửa đồi luật thuế quan hay biểu thuế giữa các tiểu bang.,بالإضافة إلى ذلك، لا تملك سلطة تجاوز القوانين الضريبيّة والتعريفات المفروضة بين الولايات.,또한 의회는 주(州) 간의 세법과 관세를 무효화할 권한이 없었습니다.,ולא הייתה לה סמכות לעקוף את חוקי המס והתעריפים בין מדינות.,રાજ્યો વચ્ચે કરવેરા કાયદા અને પ્રશુલ્કને ઉપરવટ થવાનો પણ તેને કોઈ અધિકાર ન હતો.,"Həmçinin, onun dövlətlərarası vergi qanunvericiliyini və tarifləri etibarsız hesab etmə səlahiyyəti yoxdur.",Он инчунин ваколати бекор кардани қонунҳои андоз ва тарифҳои миёни давлатҳоро надошт.,انهي کي رياستن جي وچ ۾ ٽيڪس قانون ۽ محصولن کي ختم ڪرڻ جو اختيار نه هو.,دې واک نه لرلو چې د دولتونو ترمینځ د مالیې قوانين او تعرفونه لغوه کړي.
311,LAW,Several hostages have been rescued and least six have been confirmed dead so far.,"Plusieurs otages ont été sauvés, et la mort d’au moins six d’entre eux a été confirmée jusqu’à présent.",Mehrere Geiseln wurden gerettet und es gibt bisher mindestens sechs bestätigte Tote.,"Несколько заложников были спасены, а как минимум шестеро были признаны погибшими на данный момент.",多名人质获救，目前至少有六名人质确认遇难。,何人もの人質が救出されましたが、これまでに少なくとも6人の死亡が確認されています。,چندین تن از گروگان‌ها نجات یافته‌اند و تاکنون مرگ حداقل شش نفر تایید شده است.,Nhiều con tin đã được giải cứu và đến nay ít nhất sáu người đã được xác nhận tử vong.,أُنقذ العديد من الرهائن وتأكد مقتل ستة على الأقل حتى اللحظة.,여러 명의 인질이 구출되었으며 최소 여섯 명이 사망한 것으로 확인되었다.,מספר בני ערובה חולצו ועד כה אושר מותם של לפחות שישה.,કેટલાક બંધકોને બચાવી લેવામાં આવ્યા છે અને ઓછામાં ઓછા છ લોકોના મોતની પુષ્ટિ કરવામાં આવી છે.,Bu günə kimi bir neçə girovun xilas edildiyi və ən azı 6 ölünün olduğu təsdiq edildi.,Якчанд гаравгонҳо наҷот дода шуданд ва ҳадди ақалл шаш нафарашон фавтида эълон карда шуданд.,ڪيترن ئي بندين کي آزاد ڪرايو ويو آهي ۽ هينئر تائين گهٽ ۾ گهٽ ڇهہ ڄڻن جي مرڻ جي تصديق ٿي ويئي آهي.,تر دې دمه څو برمته شوي کسان ژغورل شوي دي او د شپږو مړینه تأیید شوي ده.
